Ethnic-racial identity and posttraumatic stress disorder: The role of emotional avoidance among trauma-exposed community individuals.,"There are ethnic-racial differences in the prevalence of posttraumatic stress disorder (PTSD). However, the factors underlying these differences are not well studied or understood. The goal of this study was to explore the relation of strength of ethnic-racial identity to PTSD. Specifically, we examined whether strength of ethnic-racial identity was indirectly related to PTSD symptom severity through positive and negative emotional avoidance.","Psychological trauma : theory, research, practice and policy","[""ethnic"", ""racial"", ""difference"", ""prevalence"", ""posttraumatic"", ""stress"", ""disorder"", ""ptsd"", ""however"", ""factor"", ""underlie"", ""difference"", ""well"", ""study"", ""understand"", ""goal"", ""explore"", ""relation"", ""strength"", ""ethnic"", ""racial"", ""identity"", ""ptsd"", ""specifically"", ""examine"", ""whether"", ""strength"", ""ethnic"", ""racial"", ""identity"", ""indirectly"", ""related"", ""ptsd"", ""symptom"", ""severity"", ""positive"", ""negative"", ""emotional"", ""avoidance""]",PTSD,None,None,None
Racial Differences in Health Care Transitions and Hospice Use at the End of Life.,"<b><i>Background:</i></b> Although the fragmentation of end-of-life care has been well documented, previous research has not examined racial and ethnic differences in transitions in care and hospice use at the end of life. <b><i>Design and Subjects:</i></b> Retrospective cohort study among 649,477 Medicare beneficiaries who died between July 2011 and December 2011. <b><i>Measurements:</i></b> Sankey diagrams and heatmaps to visualize the health care transitions across race/ethnic groups. Among hospice enrollees, we examined racial/ethnic differences in hospice use patterns, including length of hospice enrollment and disenrollment rate. <b><i>Results:</i></b> The mean number of care transitions within the last six months of life was 2.9 transitions (standard deviation [SD] = 2.7) for whites, 3.4 transitions (SD = 3.2) for African Americans, 2.8 transitions (SD = 3.0) for Hispanics, and 2.4 transitions (SD = 2.7) for Asian Americans. After adjusting for age and sex, having at least four transitions was significantly more common for African Americans (39.2%; 95% confidence interval [CI]: 38.8-39.6%) compared with whites (32.5%, 95% CI: 32.3-32.6%), and less common among Hispanics (31.2%, 95% CI: 30.4-32.0%), and Asian Americans (26.5%, 95% CI: 25.5-27.5%). Having no care transition was significantly more common for Asian Americans (33.0%, 95% CI: 32.0-34.1%) and Hispanics (28.8%, 95% CI: 28.0-29.6%), compared with African Americans (19.2%, 95% CI: 18.9-19.5%) and whites (18.9%, 95% CI: 18.8-19.0%). Among hospice users, whites, African Americans, and Hispanics had similar length of hospice enrollment, which was significantly longer than that of Asian Americans. Nonwhite patients were significantly more likely than white patients to experience hospice disenrollment. <b><i>Conclusions:</i></b> Racial/ethnic differences in patterns of end-of-life care are marked. Future studies to understand why such patterns exist are warranted.",Journal of palliative medicine,"[""b"", ""background"", ""b"", ""although"", ""fragmentation"", ""end"", ""life"", ""care"", ""well"", ""document"", ""previous"", ""research"", ""examine"", ""racial"", ""ethnic"", ""difference"", ""transition"", ""care"", ""hospice"", ""use"", ""end"", ""life"", ""b"", ""design"", ""subject"", ""b"", ""retrospective"", ""cohort"", ""among"", ""649"", ""477"", ""medicare"", ""beneficiary"", ""die"", ""july"", ""2011"", ""december"", ""2011"", ""b"", ""measurement"", ""b"", ""sankey"", ""diagram"", ""heatmap"", ""visualize"", ""health"", ""care"", ""transition"", ""across"", ""race"", ""ethnic"", ""group"", ""among"", ""hospice"", ""enrollee"", ""examine"", ""racial"", ""ethnic"", ""difference"", ""hospice"", ""use"", ""pattern"", ""include"", ""length"", ""hospice"", ""enrollment"", ""disenrollment"", ""rate"", ""b"", ""b"", ""mean"", ""number"", ""care"", ""transition"", ""within"", ""last"", ""six"", ""month"", ""life"", ""2"", ""9"", ""transition"", ""standard"", ""deviation"", ""sd"", ""2"", ""7"", ""white"", ""3"", ""4"", ""transition"", ""sd"", ""3"", ""2"", ""african"", ""american"", ""2"", ""8"", ""transition"", ""sd"", ""3"", ""0"", ""hispanic"", ""2"", ""4"", ""transition"", ""sd"", ""2"", ""7"", ""asian"", ""american"", ""adjust"", ""age"", ""sex"", ""least"", ""four"", ""transition"", ""significantly"", ""common"", ""african"", ""american"", ""39"", ""2"", ""95"", ""confidence"", ""interval"", ""ci"", ""38"", ""8"", ""39"", ""6"", ""compare"", ""white"", ""32"", ""5"", ""95"", ""ci"", ""32"", ""3"", ""32"", ""6"", ""less"", ""common"", ""among"", ""hispanic"", ""31"", ""2"", ""95"", ""ci"", ""30"", ""4"", ""32"", ""0"", ""asian"", ""american"", ""26"", ""5"", ""95"", ""ci"", ""25"", ""5"", ""27"", ""5"", ""care"", ""transition"", ""significantly"", ""common"", ""asian"", ""american"", ""33"", ""0"", ""95"", ""ci"", ""32"", ""0"", ""34"", ""1"", ""hispanic"", ""28"", ""8"", ""95"", ""ci"", ""28"", ""0"", ""29"", ""6"", ""compare"", ""african"", ""american"", ""19"", ""2"", ""95"", ""ci"", ""18"", ""9"", ""19"", ""5"", ""white"", ""18"", ""9"", ""95"", ""ci"", ""18"", ""8"", ""19"", ""0"", ""among"", ""hospice"", ""user"", ""white"", ""african"", ""american"", ""hispanic"", ""similar"", ""length"", ""hospice"", ""enrollment"", ""significantly"", ""long"", ""asian"", ""american"", ""nonwhite"", ""patient"", ""significantly"", ""likely"", ""white"", ""patient"", ""experience"", ""hospice"", ""disenrollment"", ""b"", ""conclusion"", ""b"", ""racial"", ""ethnic"", ""difference"", ""pattern"", ""end"", ""life"", ""care"", ""marked"", ""future"", ""study"", ""understand"", ""pattern"", ""exist"", ""warranted""]",None,None,None,"Asian, Hispanic"
Race/Ethnicity Among Children With COVID-19-Associated Multisystem Inflammatory Syndrome.,This cohort study describes the distribution of race/ethnicity among cases of coronavirus disease 2019 (COVID-19)–associated multisystem inflammatory syndrome in children reported to the New York City Department of Health and Mental Hygiene.,JAMA network open,"[""cohort"", ""describe"", ""distribution"", ""race"", ""ethnicity"", ""among"", ""case"", ""coronavirus"", ""disease"", ""2019"", ""covid"", ""19"", ""associate"", ""multisystem"", ""inflammatory"", ""syndrome"", ""child"", ""report"", ""new"", ""york"", ""city"", ""department"", ""health"", ""mental"", ""hygiene""]",None,None,None,None
Menstrual and oral contraceptive use patterns among deployed military women by race and ethnicity.,"Menstrual cycle patterns and concerns and oral contraceptive use in the combat environment were examined in Caucasian, Asian, Hispanic, and African American women to guide the development of educational resources for women soldiers. An anonymous, questionnaire was completed by 455 U.S. Army women-Caucasian (CA: n = 141); Asian (AS: n = 67); Hispanic (HIS: n = 67); and African American (AA: n = 184) to compare menstrual patterns and concerns, dysmenorrhea, and oral contraceptive patterns. Total menstrual concerns were significantly lower among African Americans relative to Caucasians, Asians, or Hispanics; Asians and Hispanics reported the greatest concern. Overall, secondary amenorrhea was noted by 14.9% of women. Severe dysmenorrhea rates were significantly lower in African American (6.1%) compared to Caucasian (11.6%), Asian (20.9%) and Hispanic (19.7%) women. Asian women reported missing less work-only 9.3% with moderate to severe dysmenorrhea missed work compared to 25.1% of all other women. Only 9.2% of women with mild, compared to 25.8% with moderate to severe (OR = 3.44; p ≤ 0.0001) dysmenorrhea sought health care. Less than 50% of women took oral contraceptive, and less than half of those women took oral contraceptive continuously. African Americans seemed to experience menstruation as less bothersome than others, despite no difference in the proportion with menstrual irregularities, mean duration of menses, and/or mean time between cycles.",Women & health,"[""menstrual"", ""cycle"", ""pattern"", ""concern"", ""oral"", ""contraceptive"", ""use"", ""combat"", ""environment"", ""examine"", ""caucasian"", ""asian"", ""hispanic"", ""african"", ""american"", ""woman"", ""guide"", ""development"", ""educational"", ""resource"", ""woman"", ""soldier"", ""anonymous"", ""questionnaire"", ""complete"", ""455"", ""u"", ""army"", ""woman"", ""caucasian"", ""can"", ""n"", ""141"", ""asian"", ""n"", ""67"", ""hispanic"", ""n"", ""67"", ""african"", ""american"", ""aa"", ""n"", ""184"", ""compare"", ""menstrual"", ""pattern"", ""concern"", ""dysmenorrhea"", ""oral"", ""contraceptive"", ""pattern"", ""total"", ""menstrual"", ""concern"", ""significantly"", ""low"", ""among"", ""african"", ""american"", ""relative"", ""caucasian"", ""asian"", ""hispanic"", ""asian"", ""hispanic"", ""report"", ""great"", ""concern"", ""overall"", ""secondary"", ""amenorrhea"", ""note"", ""14"", ""9"", ""woman"", ""severe"", ""dysmenorrhea"", ""rate"", ""significantly"", ""low"", ""african"", ""american"", ""6"", ""1"", ""compare"", ""caucasian"", ""11"", ""6"", ""asian"", ""20"", ""9"", ""hispanic"", ""19"", ""7"", ""woman"", ""asian"", ""woman"", ""report"", ""miss"", ""less"", ""work"", ""9"", ""3"", ""moderate"", ""severe"", ""dysmenorrhea"", ""miss"", ""work"", ""compare"", ""25"", ""1"", ""woman"", ""9"", ""2"", ""woman"", ""mild"", ""compare"", ""25"", ""8"", ""moderate"", ""severe"", ""3"", ""44"", ""p"", ""0"", ""0001"", ""dysmenorrhea"", ""seek"", ""health"", ""care"", ""less"", ""50"", ""woman"", ""take"", ""oral"", ""contraceptive"", ""less"", ""half"", ""woman"", ""take"", ""oral"", ""contraceptive"", ""continuously"", ""african"", ""american"", ""seem"", ""experience"", ""menstruation"", ""less"", ""bothersome"", ""other"", ""despite"", ""difference"", ""proportion"", ""menstrual"", ""irregularity"", ""mean"", ""duration"", ""mense"", ""mean"", ""time"", ""cycle""]",None,None,None,"Caucasian, Asian, Hispanic"
A Person-Centered Analysis of Adolescent Multicultural Socialization Niches and Academic Functioning.,"Despite the growing cultural diversity worldwide, there is scarce research on how socialization processes prepare youth to respond to increasing multicultural demands and the degree to which these socialization opportunities inform youth academic functioning. This study used a person-centered approach to identify profiles or niches based on the degree and consistency of multicultural socialization experiences across school, peer, and family settings and to examine the associations between identified niches and markers of academic functioning (i.e., emotional and behavioral academic engagement, academic aspirations and expectations) in a sample of adolescents (N = 717; M<sub>age</sub> = 13.73 years). Participants (49.9% girls) were from the U.S. Southwest and represented multiple ethno-racial backgrounds (31.8% Hispanic/Latinx, 31.5% Multiethnic, 25.7% White, 7.3% Black or African American, 1.4% Asian American or Pacific Islander, 1.4% American Indian or Alaska Native, and 1% Arab, Middle Eastern, or North African). Six distinct multicultural socialization niches were identified. Three niches had similar patterns across school-peer-family but ranged in the degree of socialization. The cross-setting similar higher socialization niche (Niche 6) demonstrated greater socialization than the cross-setting similar moderate (Niche 5) and lower socialization (Niche 4) niches, which had moderate and lower socialization, respectively. Three niches demonstrated cross-setting dissimilarity which ranged in the type of cross-setting contrast and the degree of socialization. The cross-setting dissimilar school contrast socialization niche (Niche 3) had greater dissimilarities between socialization opportunities in the school setting compared to the peer and family settings and demonstrated the lowest levels of socialization of all niches. The other two niches, the cross-setting dissimilar peer contrast (Niche 1) and greater peer contrast socialization (Niche 2) niches had larger dissimilarities between socialization opportunities in the peer setting than the school and family settings. In the former, however, the contrast was lower, and socialization ranged between very low to low. In the latter, the contrast was higher and socialization ranged from very low to moderate. Most adolescents were in the cross-setting similar lower socialization niche or in the cross-setting dissimilar niches. Adolescents in the cross-setting similar higher multicultural socialization demonstrated greater emotional and behavioral academic engagement than adolescents in most of the other niches. Adolescents in the cross-setting dissimilar school contrast niches demonstrated lower emotional and behavioral academic engagement and lower academic expectations than adolescents in some of the other niches. The results emphasize the collective role of school, peer, and family multicultural socialization on emotional and behavioral academic engagement.",Journal of youth and adolescence,"[""despite"", ""grow"", ""cultural"", ""diversity"", ""worldwide"", ""scarce"", ""research"", ""socialization"", ""process"", ""prepare"", ""youth"", ""respond"", ""increase"", ""multicultural"", ""demand"", ""degree"", ""socialization"", ""opportunity"", ""inform"", ""youth"", ""academic"", ""function"", ""used"", ""person"", ""centered"", ""approach"", ""identify"", ""profile"", ""niche"", ""base"", ""degree"", ""consistency"", ""multicultural"", ""socialization"", ""experience"", ""across"", ""school"", ""peer"", ""family"", ""setting"", ""examine"", ""association"", ""identify"", ""niche"", ""marker"", ""academic"", ""function"", ""e"", ""emotional"", ""behavioral"", ""academic"", ""engagement"", ""academic"", ""aspiration"", ""expectation"", ""sample"", ""adolescent"", ""n"", ""717"", ""sub"", ""age"", ""sub"", ""13"", ""73"", ""year"", ""participant"", ""49"", ""9"", ""girl"", ""u"", ""southwest"", ""represent"", ""multiple"", ""ethno"", ""racial"", ""background"", ""31"", ""8"", ""hispanic"", ""latinx"", ""31"", ""5"", ""multiethnic"", ""25"", ""7"", ""white"", ""7"", ""3"", ""black"", ""african"", ""american"", ""1"", ""4"", ""asian"", ""american"", ""pacific"", ""islander"", ""1"", ""4"", ""american"", ""indian"", ""alaska"", ""native"", ""1"", ""arab"", ""middle"", ""eastern"", ""north"", ""african"", ""six"", ""distinct"", ""multicultural"", ""socialization"", ""niche"", ""identify"", ""three"", ""niche"", ""similar"", ""pattern"", ""across"", ""school"", ""peer"", ""family"", ""range"", ""degree"", ""socialization"", ""cross"", ""set"", ""similar"", ""high"", ""socialization"", ""niche"", ""niche"", ""6"", ""demonstrate"", ""great"", ""socialization"", ""cross"", ""set"", ""similar"", ""moderate"", ""niche"", ""5"", ""low"", ""socialization"", ""niche"", ""4"", ""niche"", ""moderate"", ""low"", ""socialization"", ""respectively"", ""three"", ""niche"", ""demonstrate"", ""cross"", ""setting"", ""dissimilarity"", ""range"", ""type"", ""cross"", ""setting"", ""contrast"", ""degree"", ""socialization"", ""cross"", ""set"", ""dissimilar"", ""school"", ""contrast"", ""socialization"", ""niche"", ""niche"", ""3"", ""great"", ""dissimilarity"", ""socialization"", ""opportunity"", ""school"", ""setting"", ""compare"", ""peer"", ""family"", ""setting"", ""demonstrate"", ""low"", ""level"", ""socialization"", ""niche"", ""two"", ""niche"", ""cross"", ""set"", ""dissimilar"", ""peer"", ""contrast"", ""niche"", ""1"", ""great"", ""peer"", ""contrast"", ""socialization"", ""niche"", ""2"", ""niche"", ""large"", ""dissimilarity"", ""socialization"", ""opportunity"", ""peer"", ""set"", ""school"", ""family"", ""setting"", ""former"", ""however"", ""contrast"", ""low"", ""socialization"", ""range"", ""low"", ""low"", ""latter"", ""contrast"", ""high"", ""socialization"", ""range"", ""low"", ""moderate"", ""adolescent"", ""cross"", ""set"", ""similar"", ""low"", ""socialization"", ""niche"", ""cross"", ""set"", ""dissimilar"", ""niche"", ""adolescent"", ""cross"", ""set"", ""similar"", ""high"", ""multicultural"", ""socialization"", ""demonstrate"", ""great"", ""emotional"", ""behavioral"", ""academic"", ""engagement"", ""adolescent"", ""niche"", ""adolescent"", ""cross"", ""set"", ""dissimilar"", ""school"", ""contrast"", ""niche"", ""demonstrate"", ""low"", ""emotional"", ""behavioral"", ""academic"", ""engagement"", ""low"", ""academic"", ""expectation"", ""adolescent"", ""niche"", ""emphasize"", ""collective"", ""role"", ""school"", ""peer"", ""family"", ""multicultural"", ""socialization"", ""emotional"", ""behavioral"", ""academic"", ""engagement""]",None,None,None,"Black, Asian, Hispanic, Middle Eastern"
Implementation of differential response: a racial equity analysis.,"Differential response is a growing approach in child welfare that allows for a more flexible response to keep children safe by better engaging families. This study examined the implementation of Minnesota's approach called Family Assessment response, and explored the impact on racial equity outcomes in the state's child welfare system. Using logistic regression to analyze administrative child welfare data for all screened-in cases between 2003 and 2010 (n=122,095), this study explored whether race was a predictor in the following decision points: (1) pathway assignment to either Family Assessment (FA) response or a traditional investigation (TI); and (2) switching pathway assignment from FA to TI. Findings of the analysis indicated that when controlling for poverty and other risk factors, African American, Native American and Multiracial children were less likely to be assigned to FA compared to Caucasian children for some, but not all years in the study timeframe; while Hispanic children were more likely to be assigned to FA compared to non-Hispanic children for several years in the study timeframe. Disparities around pathway switch from family assessment to traditional investigation completely diminished over time. The results of this study highlight the importance of applying a racial equity lens in examining new policies and practices to ensure equitable implementation for all children and families. The findings also emphasize the need for better understanding of the unique experiences of Native American and Multiracial children and families, who have been under-represented in the research on racial disparities in child welfare.",Child abuse & neglect,"[""differential"", ""response"", ""grow"", ""approach"", ""child"", ""welfare"", ""allow"", ""flexible"", ""response"", ""keep"", ""child"", ""safe"", ""well"", ""engage"", ""family"", ""examine"", ""implementation"", ""minnesota"", ""approach"", ""call"", ""family"", ""assessment"", ""response"", ""explore"", ""impact"", ""racial"", ""equity"", ""outcome"", ""state"", ""child"", ""welfare"", ""system"", ""use"", ""logistic"", ""regression"", ""analyze"", ""administrative"", ""child"", ""welfare"", ""datum"", ""screen"", ""case"", ""2003"", ""2010"", ""n"", ""122"", ""095"", ""explore"", ""whether"", ""race"", ""predictor"", ""follow"", ""decision"", ""point"", ""1"", ""pathway"", ""assignment"", ""either"", ""family"", ""assessment"", ""fa"", ""response"", ""traditional"", ""investigation"", ""ti"", ""2"", ""switching"", ""pathway"", ""assignment"", ""fa"", ""ti"", ""finding"", ""analysis"", ""indicate"", ""control"", ""poverty"", ""risk"", ""factor"", ""african"", ""american"", ""native"", ""american"", ""multiracial"", ""child"", ""less"", ""likely"", ""assign"", ""fa"", ""compare"", ""caucasian"", ""child"", ""year"", ""timeframe"", ""hispanic"", ""child"", ""likely"", ""assign"", ""fa"", ""compare"", ""non"", ""hispanic"", ""child"", ""several"", ""year"", ""timeframe"", ""disparity"", ""around"", ""pathway"", ""switch"", ""family"", ""assessment"", ""traditional"", ""investigation"", ""completely"", ""diminish"", ""time"", ""highlight"", ""importance"", ""apply"", ""racial"", ""equity"", ""lens"", ""examine"", ""new"", ""policy"", ""practice"", ""ensure"", ""equitable"", ""implementation"", ""child"", ""family"", ""finding"", ""also"", ""emphasize"", ""need"", ""well"", ""understand"", ""unique"", ""experience"", ""native"", ""american"", ""multiracial"", ""child"", ""family"", ""represent"", ""research"", ""racial"", ""disparity"", ""child"", ""welfare""]",None,aging,poverty,"Caucasian, Native American, Hispanic"
Socioeconomic and demographic disparities of moyamoya disease in the United States.,"Although stroke incidence is inversely associated with socioeconomic status, whether similar disparities exist with moyamoya disease (MMD) is unknown. Determining the socioeconomic and demographic factors involved in MMD will provide better direction in elucidating the etiology or addressing healthcare inequalities.",Clinical neurology and neurosurgery,"[""although"", ""stroke"", ""incidence"", ""inversely"", ""associate"", ""socioeconomic"", ""status"", ""whether"", ""similar"", ""disparity"", ""exist"", ""moyamoya"", ""disease"", ""mmd"", ""unknown"", ""determine"", ""socioeconomic"", ""demographic"", ""factor"", ""involve"", ""mmd"", ""provide"", ""well"", ""direction"", ""elucidate"", ""etiology"", ""address"", ""healthcare"", ""inequality""]",None,None,socioeconomic status,None
"Changes in health insurance coverage and health status by race and ethnicity, 1997-2002.","Recent years have seen shifts in health insurance coverage associated with economic fluctuations and changes in health policy. The analysis presented here uses data from the National Survey of America's Families to examine changes in health insurance coverage and respondent-reported health status by race and ethnicity. The data indicate that public coverage increased for black, Hispanic and white children between 1997 and 2002. Uninsurance rates fell among children in low-income black, Hispanic and white families, remained constant among black and white children in higher-income families, and increased among higher-income Hispanic children. The health status of children was stable for blacks, Hispanics and whites except for a decline in health among higher-income Hispanic children. Black and white adults saw increases in public health insurance coverage but not in overall coverage. The uninsurance rate of Hispanic adults increased, despite expanded public coverage of higher-income Hispanic adults. None of these developments altered racial and ethnic disparities in health. Hispanics fared worse than blacks in both health status and insurance coverage, and blacks fared worse than whites. Given the anticipated growth of minority populations in the United States, the nation's health will deteriorate if policymakers allow current disparities to continue.",Journal of the National Medical Association,"[""recent"", ""year"", ""see"", ""shift"", ""health"", ""insurance"", ""coverage"", ""associate"", ""economic"", ""fluctuation"", ""change"", ""health"", ""policy"", ""analysis"", ""present"", ""use"", ""datum"", ""national"", ""survey"", ""america"", ""family"", ""examine"", ""change"", ""health"", ""insurance"", ""coverage"", ""respondent"", ""report"", ""health"", ""status"", ""race"", ""ethnicity"", ""datum"", ""indicate"", ""public"", ""coverage"", ""increase"", ""black"", ""hispanic"", ""white"", ""child"", ""1997"", ""2002"", ""uninsurance"", ""rate"", ""fall"", ""among"", ""child"", ""low"", ""income"", ""black"", ""hispanic"", ""white"", ""family"", ""remain"", ""constant"", ""among"", ""black"", ""white"", ""child"", ""high"", ""income"", ""family"", ""increase"", ""among"", ""high"", ""income"", ""hispanic"", ""child"", ""health"", ""status"", ""child"", ""stable"", ""black"", ""hispanic"", ""white"", ""except"", ""decline"", ""health"", ""among"", ""high"", ""income"", ""hispanic"", ""child"", ""black"", ""white"", ""adult"", ""see"", ""increase"", ""public"", ""health"", ""insurance"", ""coverage"", ""overall"", ""coverage"", ""uninsurance"", ""rate"", ""hispanic"", ""adult"", ""increase"", ""despite"", ""expand"", ""public"", ""coverage"", ""high"", ""income"", ""hispanic"", ""adult"", ""none"", ""development"", ""alter"", ""racial"", ""ethnic"", ""disparity"", ""health"", ""hispanic"", ""fare"", ""bad"", ""black"", ""health"", ""status"", ""insurance"", ""coverage"", ""black"", ""fare"", ""bad"", ""white"", ""give"", ""anticipate"", ""growth"", ""minority"", ""population"", ""unite"", ""state"", ""nation"", ""health"", ""deteriorate"", ""policymaker"", ""allow"", ""current"", ""disparity"", ""continue""]",None,None,None,"Black, Hispanic"
Exposure to secondhand smoke at home and at work in California.,We estimated self-reported secondhand smoke (SHS) exposure in California at home and at work.,"Public health reports (Washington, D.C. : 1974)","[""estimate"", ""self"", ""report"", ""secondhand"", ""smoke"", ""shs"", ""exposure"", ""california"", ""home"", ""work""]",None,None,None,None
Accumulation of childhood poverty on young adult overweight or obese status: race/ethnicity and gender disparities.,"Childhood poverty is positively correlated with overweight status during childhood, adolescence and adulthood. Repeated exposure of childhood poverty could contribute to race/ethnicity and gender disparities in young adult overweight/obese (OV/OB) weight status.",Journal of epidemiology and community health,"[""childhood"", ""poverty"", ""positively"", ""correlate"", ""overweight"", ""status"", ""childhood"", ""adolescence"", ""adulthood"", ""repeat"", ""exposure"", ""childhood"", ""poverty"", ""could"", ""contribute"", ""race"", ""ethnicity"", ""gender"", ""disparity"", ""young"", ""adult"", ""overweight"", ""obese"", ""ov"", ""ob"", ""weight"", ""status""]",None,None,poverty,None
Survival Differences by Race/Ethnicity and Neighborhood Socioeconomic Status in Adolescents and Young Adults Diagnosed with Non-Hodgkin Lymphoma.,"Lymphoid malignancies are among the most common cancers diagnosed in adolescents and young adults (AYAs). However, little is known about the factors affecting survival in AYAs with non-Hodgkin lymphoma (NHL). We evaluated if survival differs by race/ethnicity and neighborhood socioeconomic status in AYAs with NHL.",Journal of adolescent and young adult oncology,"[""lymphoid"", ""malignancy"", ""among"", ""common"", ""cancer"", ""diagnose"", ""adolescent"", ""young"", ""adult"", ""ayas"", ""however"", ""little"", ""known"", ""factor"", ""affect"", ""survival"", ""ayas"", ""non"", ""hodgkin"", ""lymphoma"", ""nhl"", ""evaluated"", ""survival"", ""differ"", ""race"", ""ethnicity"", ""neighborhood"", ""socioeconomic"", ""status"", ""ayas"", ""nhl""]",None,None,socioeconomic status,None
"Prevalence of ADHD among Black Youth Compared to White, Latino and Asian Youth: A Meta-Analysis.","To systematically review the prevalence of Attention Deficit Hyperactivity Disorder (ADHD) among Black children and adolescents compared to White, Latino and Asian children and adolescents.","Journal of clinical child and adolescent psychology : the official journal for the Society of Clinical Child and Adolescent Psychology, American Psychological Association, Division 53","[""systematically"", ""review"", ""prevalence"", ""attention"", ""deficit"", ""hyperactivity"", ""disorder"", ""adhd"", ""among"", ""black"", ""child"", ""adolescent"", ""compare"", ""white"", ""latino"", ""asian"", ""child"", ""adolescent""]",None,None,None,"Black, Latino, Asian"
Subjective Social Status and Financial Hardship: Associations of Alternative Indicators of Socioeconomic Status with Problem Drinking in Asian Americans and Latinos.,"<i>Background:</i> Prior research shows inconsistent associations between socioeconomic status (SES) and alcohol outcomes, particularly for immigrant populations. Conventional markers of SES may not fully capture how social position affects health in these groups. <i>Objective:</i> We examine: (1) the associations of two alternative indicators, subjective social status (SSS) and financial hardship, with problem drinking outcomes, heavy episodic drinking (HED) and alcohol use disorder (AUD), for Asian Americans and Latinos; and (2) moderation of these relationships by educational level and nativity status. <i>Methods:</i> Multiple logistic regression modeling was performed using nationally-representative Asian American (<i>n</i> = 2,095) and Latino samples (<i>n</i> = 2,554) from the National Latino and Asian American Study. Age, gender, nativity, individual-level SES (income and education), unfair treatment, racial discrimination, and social support were adjusted. <i>Results:</i> Financial hardship was independently associated with AUD in both Asians and Latinos. Lower SSS was associated with increased AUD risk among individuals with college degrees or with US nativity in both populations. The association between financial hardship and HED was positive for US-born Latinos and foreign-born Asians, and negative for foreign-born Latinos. <i>Conclusions:</i> SSS and financial hardship are indicators of SES that may have particular relevance for immigrant health, independently of education and income, with SSS particularly meaningful for AUD in the more conventionally advantaged subgroups. There may be underlying processes affecting Asian and other Latino subgroups with similar socioeconomic and nativity profiles and exposing them to common risk/protective factors of AUD.",Substance use & misuse,"[""background"", ""prior"", ""research"", ""show"", ""inconsistent"", ""association"", ""socioeconomic"", ""status"", ""ses"", ""alcohol"", ""outcome"", ""particularly"", ""immigrant"", ""population"", ""conventional"", ""marker"", ""se"", ""may"", ""fully"", ""capture"", ""social"", ""position"", ""affect"", ""health"", ""group"", ""objective"", ""examine"", ""1"", ""association"", ""two"", ""alternative"", ""indicator"", ""subjective"", ""social"", ""status"", ""sss"", ""financial"", ""hardship"", ""problem"", ""drink"", ""outcome"", ""heavy"", ""episodic"", ""drinking"", ""he"", ""d"", ""alcohol"", ""use"", ""disorder"", ""aud"", ""asian"", ""american"", ""latinos"", ""2"", ""moderation"", ""relationship"", ""educational"", ""level"", ""nativity"", ""status"", ""method"", ""multiple"", ""logistic"", ""regression"", ""modeling"", ""perform"", ""use"", ""nationally"", ""representative"", ""asian"", ""american"", ""n"", ""2"", ""095"", ""latino"", ""sample"", ""n"", ""2"", ""554"", ""national"", ""latino"", ""asian"", ""american"", ""age"", ""gender"", ""nativity"", ""individual"", ""level"", ""ses"", ""income"", ""education"", ""unfair"", ""treatment"", ""racial"", ""discrimination"", ""social"", ""support"", ""adjust"", ""financial"", ""hardship"", ""independently"", ""associate"", ""aud"", ""asian"", ""latinos"", ""low"", ""sss"", ""associate"", ""increase"", ""aud"", ""risk"", ""among"", ""individual"", ""college"", ""degree"", ""we"", ""nativity"", ""population"", ""association"", ""financial"", ""hardship"", ""he"", ""d"", ""positive"", ""we"", ""bear"", ""latinos"", ""foreign"", ""bear"", ""asian"", ""negative"", ""foreign"", ""bear"", ""latinos"", ""conclusion"", ""sss"", ""financial"", ""hardship"", ""indicator"", ""se"", ""may"", ""particular"", ""relevance"", ""immigrant"", ""health"", ""independently"", ""education"", ""income"", ""sss"", ""particularly"", ""meaningful"", ""aud"", ""conventionally"", ""advantaged"", ""subgroup"", ""may"", ""underlie"", ""process"", ""affect"", ""asian"", ""latino"", ""subgroup"", ""similar"", ""socioeconomic"", ""nativity"", ""profile"", ""expose"", ""common"", ""risk"", ""protective"", ""factor"", ""aud""]",None,None,socioeconomic status,"Latino, Asian"
Cancer statistics by race and ethnicity.,"Key findings on cancer incidence and mortality are presented for five racial and ethnic groups in the United States--African Americans, American Indians, Asians and Pacific Islanders, Hispanics, and whites. Information on the prevalence of cancer risk factors and screening examinations among these racial and ethnic groups is also included.",CA: a cancer journal for clinicians,"[""key"", ""finding"", ""cancer"", ""incidence"", ""mortality"", ""present"", ""five"", ""racial"", ""ethnic"", ""group"", ""unite"", ""state"", ""african"", ""american"", ""american"", ""indian"", ""asian"", ""pacific"", ""islander"", ""hispanic"", ""white"", ""information"", ""prevalence"", ""cancer"", ""risk"", ""factor"", ""screen"", ""examination"", ""among"", ""racial"", ""ethnic"", ""group"", ""also"", ""include""]",None,None,None,"Asian, Hispanic"
Organ Donation in the United States: The Tale of the African-American Journey of Moving From the Bottom to the Top.,The purpose was to review the increase of minority organ donation.,Transplantation proceedings,"[""purpose"", ""review"", ""increase"", ""minority"", ""organ"", ""donation""]",None,None,None,None
Trends in Deaths of Despair by Race and Ethnicity From 1999 to 2022.,,JAMA psychiatry,[],None,None,None,None
